nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -8.688942596E-02  8.646456147E-02 
         2 -2.714446783E-01 -4.226166010E-02 -9.047961290E-02  8.319259008E-02 
         3 -2.963235974E-01 -4.224075377E-02 -8.281610136E-02  9.002726218E-02 
         4 -2.586256266E-01 -4.218071699E-02 -9.361518045E-02  8.019061461E-02 
         5 -3.083600998E-01 -4.213083908E-02 -7.817419134E-02  9.390890652E-02 
         6 -2.455694675E-01 -4.204400629E-02 -9.639281632E-02  7.743877909E-02 
         7 -3.201129436E-01 -4.194915667E-02 -7.280793004E-02  9.813786723E-02 
         8 -2.322884947E-01 -4.185510427E-02 -9.888825358E-02  7.491530654E-02 
         9 -3.315711021E-01 -4.169164598E-02 -6.660085795E-02  1.027394136E-01 
        10 -2.187952399E-01 -4.161734879E-02 -1.011509246E-01  7.259937085E-02 
        11 -3.427239954E-01 -4.135438800E-02 -5.941793927E-02  1.077414295E-01 
        12 -2.051024437E-01 -4.133373499E-02 -1.032251527E-01  7.047161278E-02 
        13 -1.912230253E-01 -4.100695625E-02 -1.051479866E-01  6.851417672E-02 
        14 -3.535613120E-01 -4.093370214E-02 -5.110303774E-02  1.131735855E-01 
        15 -1.771701276E-01 -4.063934088E-02 -1.069497574E-01  6.671007869E-02 
        16 -3.640724421E-01 -4.042622447E-02 -4.148548172E-02  1.190662057E-01 
        17 -1.629570127E-01 -4.023287073E-02 -1.086546006E-01  6.504326226E-02 
        18 -3.742481470E-01 -3.982891887E-02 -3.036873628E-02  1.254516040E-01 
        19 -1.485971659E-01 -3.978922963E-02 -1.102812530E-01  6.349909012E-02 
        20 -1.341041476E-01 -3.930979967E-02 -1.118437758E-01  6.206403956E-02 
        21 -3.840791285E-01 -3.913921863E-02 -1.753284903E-02  1.323633517E-01 
        22 -1.194916666E-01 -3.879569471E-02 -1.133518690E-01  6.072532895E-02 
        23 -3.935564756E-01 -3.835509717E-02 -2.735933679E-03  1.398358474E-01 
        24 -1.047735587E-01 -3.824780881E-02 -1.148117995E-01  5.947163827E-02 
        25 -8.996371925E-02 -3.766696155E-02 -1.162272989E-01  5.829311936E-02 
        26 -4.026716352E-01 -3.747503087E-02  1.429199070E-02  1.479035068E-01 
        27 -7.507614046E-02 -3.705378622E-02 -1.176000262E-01  5.718064564E-02 
        28 -4.114164710E-01 -3.649814054E-02  3.385310857E-02  1.566004066E-01 
        29 -6.012484059E-02 -3.640896827E-02 -1.189295628E-01  5.612642025E-02 
        30 -4.512390867E-02 -3.573317826E-02 -1.202144219E-01  5.512393794E-02 
        31 -4.197832644E-01 -3.542415425E-02  5.628400143E-02  1.659592702E-01 
        32 -3.008742630E-02 -3.502721712E-02 -1.214531844E-01  5.416775754E-02 
        33 -1.502949465E-02 -3.429204226E-02 -1.226436738E-01  5.325373414E-02 
        34 -4.277647436E-01 -3.425348923E-02  8.196234692E-02  1.760077934E-01 
        35  3.580834164E-05 -3.352881595E-02 -1.237843440E-01  5.237879036E-02 
        36 -4.353540540E-01 -3.298716620E-02  1.113108454E-01  1.867629662E-01 
        37  1.509429049E-02 -3.273893893E-02 -1.248751012E-01  5.154068813E-02 
        38  3.013208508E-02 -3.192408383E-02 -1.259156800E-01  5.073810206E-02 
        39 -4.425447881E-01 -3.162691370E-02  1.447945532E-01  1.982270306E-01 
        40  4.513527080E-02 -3.108621016E-02 -1.269070034E-01  4.997069020E-02 
        41  6.009000912E-02 -3.022756800E-02 -1.278523776E-01  4.923875996E-02 
        42 -4.493310452E-01 -3.017505258E-02  1.829390854E-01  2.103768250E-01 
        43  7.498254627E-02 -2.935070172E-02 -1.287556193E-01  4.854310126E-02 
