nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -4.877790541E-01  1.184163771E-02 
         2 -2.714446783E-01 -4.226166010E-02 -4.752564446E-01  1.220265007E-02 
         3 -2.963235974E-01 -4.224075377E-02 -5.013194552E-01  1.134380381E-02 
         4 -2.586256266E-01 -4.218071699E-02 -4.636615198E-01  1.245115499E-02 
         5 -3.083600998E-01 -4.213083908E-02 -5.159447251E-01  1.068076201E-02 
         6 -2.455694675E-01 -4.204400629E-02 -4.529143300E-01  1.260695826E-02 
         7 -3.201129436E-01 -4.194915667E-02 -5.317511803E-01  9.821140031E-03 
         8 -2.322884947E-01 -4.185510427E-02 -4.429420813E-01  1.268629844E-02 
         9 -3.315711021E-01 -4.169164598E-02 -5.488789253E-01  8.730033242E-03 
        10 -2.187952399E-01 -4.161734879E-02 -4.336814971E-01  1.270192732E-02 
        11 -3.427239954E-01 -4.135438800E-02 -5.674724069E-01  7.351676966E-03 
        12 -2.051024437E-01 -4.133373499E-02 -4.250836339E-01  1.266687925E-02 
        13 -1.912230253E-01 -4.100695625E-02 -4.170834462E-01  1.259147705E-02 
        14 -3.535613120E-01 -4.093370214E-02 -5.873773472E-01  5.632626221E-03 
        15 -1.771701276E-01 -4.063934088E-02 -4.096368456E-01  1.248253117E-02 
        16 -3.640724421E-01 -4.042622447E-02 -6.087831215E-01  3.525279392E-03 
        17 -1.629570127E-01 -4.023287073E-02 -4.027020264E-01  1.234758023E-02 
        18 -3.742481470E-01 -3.982891887E-02 -6.320048198E-01  1.397230251E-03 
        19 -1.485971659E-01 -3.978922963E-02 -3.962324614E-01  1.219189697E-02 
        20 -1.341041476E-01 -3.930979967E-02 -3.901997866E-01  1.202051171E-02 
        21 -3.840791285E-01 -3.913921863E-02 -6.571377068E-01  2.180919186E-03 
        22 -1.194916666E-01 -3.879569471E-02 -3.845626892E-01  1.183793725E-02 
        23 -3.935564756E-01 -3.835509717E-02 -6.842595994E-01  5.970158236E-03 
        24 -1.047735587E-01 -3.824780881E-02 -3.792917564E-01  1.164646317E-02 
        25 -8.996371925E-02 -3.766696155E-02 -3.743618826E-01  1.144912301E-02 
        26 -4.026716352E-01 -3.747503087E-02 -7.133834267E-01  1.054872178E-02 
        27 -7.507614046E-02 -3.705378622E-02 -3.697447333E-01  1.124841805E-02 
        28 -4.114164710E-01 -3.649814054E-02 -7.446561769E-01  1.606808656E-02 
        29 -6.012484059E-02 -3.640896827E-02 -3.654163879E-01  1.104568631E-02 
        30 -4.512390867E-02 -3.573317826E-02 -3.613557167E-01  1.084177591E-02 
        31 -4.197832644E-01 -3.542415425E-02 -7.781657188E-01  2.270685370E-02 
        32 -3.008742630E-02 -3.502721712E-02 -3.575482248E-01  1.063864495E-02 
        33 -1.502949465E-02 -3.429204226E-02 -3.539666104E-01  1.043688134E-02 
        34 -4.277647436E-01 -3.425348923E-02 -8.139780880E-01  3.067866733E-02 
        35  3.580834164E-05 -3.352881595E-02 -3.506015189E-01  1.023627963E-02 
        36 -4.353540540E-01 -3.298716620E-02 -8.521282854E-01  4.024818629E-02 
        37  1.509429049E-02 -3.273893893E-02 -3.474363401E-01  1.003798984E-02 
        38  3.013208508E-02 -3.192408383E-02 -3.444518549E-01  9.840982843E-03 
        39 -4.425447881E-01 -3.162691370E-02 -8.926078197E-01  5.174508006E-02 
        40  4.513527080E-02 -3.108621016E-02 -3.416435445E-01  9.644646743E-03 
        41  6.009000912E-02 -3.022756800E-02 -3.389972221E-01  9.449158958E-03 
        42 -4.493310452E-01 -3.017505258E-02 -9.353465043E-01  6.558532049E-02 
        43  7.498254627E-02 -2.935070172E-02 -3.365085113E-01  9.254940592E-03 
        44 -4.557074606E-01 -2.863452956E-02 -9.801661228E-01  8.229766252E-02 
        45  8.979925513E-02 -2.845839225E-02 -3.341656018E-01  9.063052300E-03 
        46  1.045266315E-01 -2.755367383E-02 -3.319570312E-01  8.872760936E-03 
        47 -4.616691172E-01 -2.700886689E-02 -1.026719521E+00  1.025489049E-01 
        48  1.191513166E-01 -2.663973905E-02 -3.298850835E-01  8.684760094E-03 
        49  1.336601228E-01 -2.571990341E-02 -3.279438150E-01  8.502389562E-03 
        50 -4.672116637E-01 -2.530207112E-02 -1.074440749E+00  1.271853144E-01 
        51  1.480400264E-01 -2.479755506E-02 -3.261200560E-01  8.327645441E-03 
        52  1.622782052E-01 -2.387607098E-02 -3.244091974E-01  8.161559214E-03 
        53 -4.723313749E-01 -2.351857908E-02 -1.122421476E+00  1.572899007E-01 
        54  1.763620377E-01 -2.295874432E-02 -3.228100133E-01  8.007255197E-03 
        55  1.902790964E-01 -2.204874158E-02 -3.213131567E-01  7.868914004E-03 
        56 -4.770250618E-01 -2.166313864E-02 -1.169233683E+00  1.942469385E-01 
        57  2.040172368E-01 -2.114900947E-02 -3.199054551E-01  7.749056848E-03 
        58  2.175645083E-01 -2.026221529E-02 -3.185776237E-01  7.648820441E-03 
        59 -4.812902212E-01 -1.974073239E-02 -1.212651026E+00  2.398153907E-01 
        60  2.309092581E-01 -1.939071715E-02 -3.173230246E-01  7.569716024E-03 
