nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -4.485583337E-01  5.227230913E-02 
         2 -2.714446783E-01 -4.226166010E-02 -4.372537277E-01  4.931073642E-02 
         3 -2.963235974E-01 -4.224075377E-02 -4.601551001E-01  5.553361631E-02 
         4 -2.586256266E-01 -4.218071699E-02 -4.261800622E-01  4.662123989E-02 
         5 -3.083600998E-01 -4.213083908E-02 -4.720182504E-01  5.913861132E-02 
         6 -2.455694675E-01 -4.204400629E-02 -4.153815583E-01  4.418189691E-02 
         7 -3.201129436E-01 -4.194915667E-02 -4.840542087E-01  6.312781521E-02 
         8 -2.322884947E-01 -4.185510427E-02 -4.049006905E-01  4.196447421E-02 
         9 -3.315711021E-01 -4.169164598E-02 -4.962256544E-01  6.753951274E-02 
        10 -2.187952399E-01 -4.161734879E-02 -3.947327207E-01  3.994398421E-02 
        11 -3.427239954E-01 -4.135438800E-02 -5.084731899E-01  7.242096513E-02 
        12 -2.051024437E-01 -4.133373499E-02 -3.848773985E-01  3.809997185E-02 
        13 -1.912230253E-01 -4.100695625E-02 -3.753330689E-01  3.641280938E-02 
        14 -3.535613120E-01 -4.093370214E-02 -5.207265275E-01  7.782542417E-02 
        15 -1.771701276E-01 -4.063934088E-02 -3.660954692E-01  3.486461646E-02 
        16 -3.640724421E-01 -4.042622447E-02 -5.328993017E-01  8.381322064E-02 
        17 -1.629570127E-01 -4.023287073E-02 -3.571579207E-01  3.343942798E-02 
        18 -3.742481470E-01 -3.982891887E-02 -5.448803506E-01  9.045290257E-02 
        19 -1.485971659E-01 -3.978922963E-02 -3.485122261E-01  3.212295095E-02 
        20 -1.341041476E-01 -3.930979967E-02 -3.401485411E-01  3.090237528E-02 
        21 -3.840791285E-01 -3.913921863E-02 -5.565390731E-01  9.782201266E-02 
        22 -1.194916666E-01 -3.879569471E-02 -3.320570084E-01  2.976600701E-02 
        23 -3.935564756E-01 -3.835509717E-02 -5.677227042E-01  1.060098177E-01 
        24 -1.047735587E-01 -3.824780881E-02 -3.242260244E-01  2.870355511E-02 
        25 -8.996371925E-02 -3.766696155E-02 -3.166440429E-01  2.770631332E-02 
        26 -4.026716352E-01 -3.747503087E-02 -5.782464695E-01  1.151193784E-01 
        27 -7.507614046E-02 -3.705378622E-02 -3.093004453E-01  2.676640193E-02 
        28 -4.114164710E-01 -3.649814054E-02 -5.878873771E-01  1.252703971E-01 
        29 -6.012484059E-02 -3.640896827E-02 -3.021834610E-01  2.587707879E-02 
        30 -4.512390867E-02 -3.573317826E-02 -2.952826695E-01  2.503270258E-02 
        31 -4.197832644E-01 -3.542415425E-02 -5.963782125E-01  1.366031441E-01 
        32 -3.008742630E-02 -3.502721712E-02 -2.885875616E-01  2.422855731E-02 
        33 -1.502949465E-02 -3.429204226E-02 -2.820885737E-01  2.346104573E-02 
        34 -4.277647436E-01 -3.425348923E-02 -6.033986785E-01  1.492831265E-01 
        35  3.580834164E-05 -3.352881595E-02 -2.757778370E-01  2.272715763E-02 
        36 -4.353540540E-01 -3.298716620E-02 -6.085519483E-01  1.635040734E-01 
        37  1.509429049E-02 -3.273893893E-02 -2.696471719E-01  2.202462572E-02 
        38  3.013208508E-02 -3.192408383E-02 -2.636908000E-01  2.135178286E-02 
        39 -4.425447881E-01 -3.162691370E-02 -6.113657083E-01  1.794914927E-01 
        40  4.513527080E-02 -3.108621016E-02 -2.579020092E-01  2.070740900E-02 
        41  6.009000912E-02 -3.022756800E-02 -2.522757101E-01  2.009098900E-02 
        42 -4.493310452E-01 -3.017505258E-02 -6.112204522E-01  1.975145538E-01 
        43  7.498254627E-02 -2.935070172E-02 -2.468084244E-01  1.950230539E-02 
        44 -4.557074606E-01 -2.863452956E-02 -6.073609081E-01  2.178946776E-01 
        45  8.979925513E-02 -2.845839225E-02 -2.414975280E-01  1.894109508E-02 
        46  1.045266315E-01 -2.755367383E-02 -2.363393175E-01  1.840744946E-02 
        47 -4.616691172E-01 -2.700886689E-02 -5.988754770E-01  2.410161329E-01 
        48  1.191513166E-01 -2.663973905E-02 -2.313321126E-01  1.790178213E-02 
        49  1.336601228E-01 -2.571990341E-02 -2.264760437E-01  1.742399988E-02 
        50 -4.672116637E-01 -2.530207112E-02 -5.845706833E-01  2.673088952E-01 
        51  1.480400264E-01 -2.479755506E-02 -2.217679754E-01  1.697411937E-02 
        52  1.622782052E-01 -2.387607098E-02 -2.172080198E-01  1.655224534E-02 
        53 -4.723313749E-01 -2.351857908E-02 -5.629003850E-01  2.972481910E-01 
        54  1.763620377E-01 -2.295874432E-02 -2.127942511E-01  1.615830499E-02 
        55  1.902790964E-01 -2.204874158E-02 -2.085262838E-01  1.579236251E-02 
        56 -4.770250618E-01 -2.166313864E-02 -5.318612791E-01  3.313459355E-01 
        57  2.040172368E-01 -2.114900947E-02 -2.044056107E-01  1.545358981E-02 
        58  2.175645083E-01 -2.026221529E-02 -2.004291984E-01  1.514088345E-02 
        59 -4.812902212E-01 -1.974073239E-02 -4.888348863E-01  3.700783009E-01 
        60  2.309092581E-01 -1.939071715E-02 -1.965948624E-01  1.485377289E-02 
        61  2.440401018E-01 -1.853648201E-02 -1.929030756E-01  1.459134989E-02 
        62 -4.851250350E-01 -1.775623858E-02 -4.303471062E-01  4.137335898E-01 
        63  2.569459379E-01 -1.770109311E-02 -1.893527667E-01  1.435194186E-02 
        64  2.696159482E-01 -1.688570529E-02 -1.859406890E-01  1.413393161E-02 
        65  2.820396721E-01 -1.609103382E-02 -1.826643763E-01  1.393592680E-02 
        66 -4.885282218E-01 -1.571426727E-02 -3.518049799E-01  4.620724848E-01 
        67  2.942069471E-01 -1.531737484E-02 -1.795222909E-01  1.375625372E-02 
        68  3.061079085E-01 -1.456463337E-02 -1.765119522E-01  1.359287688E-02 
        69  3.177331090E-01 -1.383232791E-02 -1.736302048E-01  1.344367639E-02 
        70 -4.914990962E-01 -1.361857820E-02 -2.473035133E-01  5.136330552E-01 
        71  3.290735483E-01 -1.311965287E-02 -1.708735615E-01  1.330658866E-02 
        72  3.401204944E-01 -1.242553815E-02 -1.682382330E-01  1.317970232E-02 
