nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02  3.682868087E-01  9.622663578E-02 
         2 -2.714446783E-01 -4.226166010E-02  3.506989592E-01  9.418880341E-02 
         3 -2.963235974E-01 -4.224075377E-02  3.866646007E-01  9.839793475E-02 
         4 -2.586256266E-01 -4.218071699E-02  3.338363733E-01  9.228535724E-02 
         5 -3.083600998E-01 -4.213083908E-02  4.059159056E-01  1.007008052E-01 
         6 -2.455694675E-01 -4.204400629E-02  3.176146454E-01  9.051521130E-02 
         7 -3.201129436E-01 -4.194915667E-02  4.261476595E-01  1.031294972E-01 
         8 -2.322884947E-01 -4.185510427E-02  3.019626463E-01  8.887443318E-02 
         9 -3.315711021E-01 -4.169164598E-02  4.474523896E-01  1.056737868E-01 
        10 -2.187952399E-01 -4.161734879E-02  2.868185905E-01  8.735771838E-02 
        11 -3.427239954E-01 -4.135438800E-02  4.699311840E-01  1.083190668E-01 
        12 -2.051024437E-01 -4.133373499E-02  2.721269929E-01  8.595881804E-02 
        13 -1.912230253E-01 -4.100695625E-02  2.578383909E-01  8.467083290E-02 
        14 -3.535613120E-01 -4.093370214E-02  4.936872045E-01  1.110444163E-01 
        15 -1.771701276E-01 -4.063934088E-02  2.439097913E-01  8.348609138E-02 
        16 -3.640724421E-01 -4.042622447E-02  5.188198837E-01  1.138209646E-01 
        17 -1.629570127E-01 -4.023287073E-02  2.303043132E-01  8.239638692E-02 
        18 -3.742481470E-01 -3.982891887E-02  5.454294753E-01  1.166103132E-01 
        19 -1.485971659E-01 -3.978922963E-02  2.169908308E-01  8.139374140E-02 
        20 -1.341041476E-01 -3.930979967E-02  2.039435671E-01  8.047020993E-02 
        21 -3.840791285E-01 -3.913921863E-02  5.736063917E-01  1.193638585E-01 
        22 -1.194916666E-01 -3.879569471E-02  1.911417512E-01  7.961750854E-02 
        23 -3.935564756E-01 -3.835509717E-02  6.034443950E-01  1.220163629E-01 
        24 -1.047735587E-01 -3.824780881E-02  1.785692619E-01  7.882807435E-02 
        25 -8.996371925E-02 -3.766696155E-02  1.662137341E-01  7.809523914E-02 
        26 -4.026716352E-01 -3.747503087E-02  6.350199968E-01  1.244767689E-01 
        27 -7.507614046E-02 -3.705378622E-02  1.540659447E-01  7.741243388E-02 
        28 -4.114164710E-01 -3.649814054E-02  6.683825963E-01  1.266225255E-01 
        29 -6.012484059E-02 -3.640896827E-02  1.421194280E-01  7.677401471E-02 
        30 -4.512390867E-02 -3.573317826E-02  1.303698026E-01  7.617516851E-02 
        31 -4.197832644E-01 -3.542415425E-02  7.034924043E-01  1.283098379E-01 
        32 -3.008742630E-02 -3.502721712E-02  1.188141581E-01  7.561193560E-02 
        33 -1.502949465E-02 -3.429204226E-02  1.074505218E-01  7.508166504E-02 
        34 -4.277647436E-01 -3.425348923E-02  7.402954871E-01  1.293752784E-01 
        35  3.580834164E-05 -3.352881595E-02  9.627622037E-02  7.458251295E-02 
        36 -4.353540540E-01 -3.298716620E-02  7.787529648E-01  1.295946797E-01 
        37  1.509429049E-02 -3.273893893E-02  8.528892282E-02  7.411346537E-02 
        38  3.013208508E-02 -3.192408383E-02  7.448564144E-02  7.367465815E-02 
        39 -4.425447881E-01 -3.162691370E-02  8.187519555E-01  1.286401602E-01 
        40  4.513527080E-02 -3.108621016E-02  6.386135406E-02  7.326711962E-02 
        41  6.009000912E-02 -3.022756800E-02  5.340977511E-02  7.289267405E-02 
