nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -2.689729686E-01  7.300759557E-02 
         2 -2.714446783E-01 -4.226166010E-02 -2.652958502E-01  6.973931788E-02 
         3 -2.963235974E-01 -4.224075377E-02 -2.725130152E-01  7.658515693E-02 
         4 -2.586256266E-01 -4.218071699E-02 -2.614681344E-01  6.675482386E-02 
         5 -3.083600998E-01 -4.213083908E-02 -2.758503184E-01  8.050917891E-02 
         6 -2.455694675E-01 -4.204400629E-02 -2.575662976E-01  6.403197858E-02 
         7 -3.201129436E-01 -4.194915667E-02 -2.788501075E-01  8.481547583E-02 
         8 -2.322884947E-01 -4.185510427E-02 -2.536533125E-01  6.154410780E-02 
         9 -3.315711021E-01 -4.169164598E-02 -2.814304131E-01  8.953865463E-02 
        10 -2.187952399E-01 -4.161734879E-02 -2.497545289E-01  5.926715773E-02 
        11 -3.427239954E-01 -4.135438800E-02 -2.834832485E-01  9.471986079E-02 
        12 -2.051024437E-01 -4.133373499E-02 -2.458952353E-01  5.718037420E-02 
        13 -1.912230253E-01 -4.100695625E-02 -2.420959462E-01  5.526406638E-02 
        14 -3.535613120E-01 -4.093370214E-02 -2.848799094E-01  1.003998816E-01 
        15 -1.771701276E-01 -4.063934088E-02 -2.383709290E-01  5.349998227E-02 
        16 -3.640724421E-01 -4.042622447E-02 -2.854813190E-01  1.066273144E-01 
        17 -1.629570127E-01 -4.023287073E-02 -2.347303627E-01  5.187133203E-02 
        18 -3.742481470E-01 -3.982891887E-02 -2.851159491E-01  1.134525991E-01 
        19 -1.485971659E-01 -3.978922963E-02 -2.311810302E-01  5.036289699E-02 
        20 -1.341041476E-01 -3.930979967E-02 -2.277259200E-01  4.896084491E-02 
        21 -3.840791285E-01 -3.913921863E-02 -2.835781104E-01  1.209411155E-01 
        22 -1.194916666E-01 -3.879569471E-02 -2.243657276E-01  4.765232083E-02 
        23 -3.935564756E-01 -3.835509717E-02 -2.806554732E-01  1.291593963E-01 
        24 -1.047735587E-01 -3.824780881E-02 -2.210980903E-01  4.642596215E-02 
        25 -8.996371925E-02 -3.766696155E-02 -2.179193649E-01  4.527203956E-02 
        26 -4.026716352E-01 -3.747503087E-02 -2.761008398E-01  1.381724609E-01 
        27 -7.507614046E-02 -3.705378622E-02 -2.148252198E-01  4.418165657E-02 
        28 -4.114164710E-01 -3.649814054E-02 -2.696166615E-01  1.480657405E-01 
        29 -6.012484059E-02 -3.640896827E-02 -2.118098671E-01  4.314717748E-02 
        30 -4.512390867E-02 -3.573317826E-02 -2.088672167E-01  4.216224624E-02 
        31 -4.197832644E-01 -3.542415425E-02 -2.608641036E-01  1.589313995E-01 
        32 -3.008742630E-02 -3.502721712E-02 -2.059917439E-01  4.122153876E-02 
        33 -1.502949465E-02 -3.429204226E-02 -2.031776129E-01  4.032091002E-02 
        34 -4.277647436E-01 -3.425348923E-02 -2.494506712E-01  1.708721901E-01 
        35  3.580834164E-05 -3.352881595E-02 -2.004194975E-01  3.945729995E-02 
        36 -4.353540540E-01 -3.298716620E-02 -2.349175580E-01  1.840010815E-01 
        37  1.509429049E-02 -3.273893893E-02 -1.977146371E-01  3.862835811E-02 
        38  3.013208508E-02 -3.192408383E-02 -1.950593712E-01  3.783244767E-02 
        39 -4.425447881E-01 -3.162691370E-02 -2.167328068E-01  1.984429407E-01 
        40  4.513527080E-02 -3.108621016E-02 -1.924514300E-01  3.706881830E-02 
        41  6.009000912E-02 -3.022756800E-02 -1.898902505E-01  3.633731928E-02 
        42 -4.493310452E-01 -3.017505258E-02 -1.942620843E-01  2.143319339E-01 
        43  7.498254627E-02 -2.935070172E-02 -1.873763038E-01  3.563821753E-02 
        44 -4.557074606E-01 -2.863452956E-02 -1.667528253E-01  2.318052230E-01 
        45  8.979925513E-02 -2.845839225E-02 -1.849109735E-01  3.497210268E-02 
        46  1.045266315E-01 -2.755367383E-02 -1.824968001E-01  3.433989051E-02 
        47 -4.616691172E-01 -2.700886689E-02 -1.333159443E-01  2.509946999E-01 
        48  1.191513166E-01 -2.663973905E-02 -1.801371101E-01  3.374256209E-02 
        49  1.336601228E-01 -2.571990341E-02 -1.778359759E-01  3.318107110E-02 
        50 -4.672116637E-01 -2.530207112E-02 -9.288459537E-02  2.720110714E-01 
        51  1.480400264E-01 -2.479755506E-02 -1.755978374E-01  3.265639697E-02 
        52  1.622782052E-01 -2.387607098E-02 -1.734275191E-01  3.216937154E-02 
        53 -4.723313749E-01 -2.351857908E-02 -4.416733859E-02  2.949092034E-01 
        54  1.763620377E-01 -2.295874432E-02 -1.713305621E-01  3.172043100E-02 
        55  1.902790964E-01 -2.204874158E-02 -1.693111726E-01  3.130986032E-02 
        56 -4.770250618E-01 -2.166313864E-02  1.441403768E-02  3.196192922E-01 
        57  2.040172368E-01 -2.114900947E-02 -1.673744875E-01  3.093765307E-02 
        58  2.175645083E-01 -2.026221529E-02 -1.655247079E-01  3.060331630E-02 
        59 -4.812902212E-01 -1.974073239E-02  8.478262002E-02  3.458176423E-01 
        60  2.309092581E-01 -1.939071715E-02 -1.637653106E-01  3.030611998E-02 
        61  2.440401018E-01 -1.853648201E-02 -1.620996933E-01  3.004488727E-02 
        62 -4.851250350E-01 -1.775623858E-02  1.692773604E-01  3.726633264E-01 
        63  2.569459379E-01 -1.770109311E-02 -1.605301557E-01  2.981801224E-02 
        64  2.696159482E-01 -1.688570529E-02 -1.590579492E-01  2.962357520E-02 
        65  2.820396721E-01 -1.609103382E-02 -1.576835864E-01  2.945928427E-02 
        66 -4.885282218E-01 -1.571426727E-02  2.704717469E-01  3.983510413E-01 
        67  2.942069471E-01 -1.531737484E-02 -1.564067398E-01  2.932254463E-02 
        68  3.061079085E-01 -1.456463337E-02 -1.552260742E-01  2.921048218E-02 
        69  3.177331090E-01 -1.383232791E-02 -1.541392448E-01  2.911994872E-02 
        70 -4.914990962E-01 -1.361857820E-02  3.902204600E-01  4.197705643E-01 
        71  3.290735483E-01 -1.311965287E-02 -1.531429490E-01  2.904765135E-02 
        72  3.401204944E-01 -1.242553815E-02 -1.522331554E-01  2.899022088E-02 
        73  3.508657217E-01 -1.174870133E-02 -1.514050756E-01  2.894422457E-02 
        74 -4.940368831E-01 -1.147159934E-02  5.297638682E-01  4.318347569E-01 
        75  3.613013029E-01 -1.108772680E-02 -1.506532691E-01  2.890628256E-02 
        76  3.714197874E-01 -1.044113748E-02 -1.499717709E-01  2.887314622E-02 
        77  3.812142015E-01 -9.807454422E-03 -1.493542260E-01  2.884179347E-02 
        78 -4.961396158E-01 -9.273828939E-03  6.877612328E-01  4.263465383E-01 
        79  3.906779587E-01 -9.185299277E-03 -1.487940586E-01  2.880955459E-02 
        80  3.998049796E-01 -8.573430590E-03 -1.482846079E-01  2.877415667E-02 
        81  4.085896015E-01 -7.970834151E-03 -1.478192760E-01  2.873388180E-02 
        82  4.170267582E-01 -7.376762107E-03 -1.473916874E-01  2.868769314E-02 
        83 -4.978021979E-01 -7.023616228E-03  8.560551138E-01  3.920702177E-01 
        84  4.251117706E-01 -6.790784188E-03 -1.469957880E-01  2.863524276E-02 
        85  4.328405559E-01 -6.212810520E-03 -1.466258378E-01  2.857709479E-02 
        86  4.402094483E-01 -5.643141456E-03 -1.462763532E-01  2.851492849E-02 
        87  4.472154081E-01 -5.082427524E-03 -1.459418300E-01  2.845188387E-02 
        88 -4.990133345E-01 -4.718801472E-03  1.014800262E+00  3.180177327E-01 
        89  4.538559020E-01 -4.531715997E-03 -1.456162803E-01  2.839330961E-02 
        90  4.601289034E-01 -3.992382903E-03 -1.452925634E-01  2.834806690E-02 
        91  4.660329819E-01 -3.466149326E-03 -1.449617907E-01  2.833117176E-02 
        92  4.715673029E-01 -2.955005970E-03 -1.446127607E-01  2.836816884E-02 
        93  4.767314792E-01 -2.461175201E-03 -1.442313173E-01  2.850266565E-02 
        94 -4.997532666E-01 -2.363638487E-03  1.130721672E+00  2.052080093E-01 
        95  4.815258086E-01 -1.987064257E-03 -1.437942558E-01  2.881063270E-02 
        96  4.859511554E-01 -1.535162795E-03 -1.432612010E-01  2.945391171E-02 
        97  4.900089204E-01 -1.108038821E-03 -1.426727323E-01  3.095264508E-02 
        98  4.937011302E-01 -7.082165685E-04 -1.430958375E-01  3.498432964E-02 
        99  4.970304072E-01 -3.381129063E-04 -1.516506263E-01  4.880184594E-02 
       100 -5.000000000E-01  0.000000000E+00  1.176356763E+00  8.033534621E-02 
       101  5.000000000E-01  0.000000000E+00 -1.648313982E-01  5.006101605E-02 
       102  4.970304668E-01  7.202737033E-04 -1.600795199E-01  2.998541218E-02 
       103  4.937012494E-01  1.519259415E-03 -1.465975668E-01  1.451033629E-02 
       104  4.900090992E-01  2.394983778E-03 -1.454151691E-01  9.912500382E-03 
       105 -4.997532666E-01  3.027264494E-03  1.163899122E+00  6.672901548E-02 
       106  4.859513938E-01  3.345148871E-03 -1.460242123E-01  7.600182836E-03 
       107  4.815261662E-01  4.367166199E-03 -1.472295735E-01  6.361568925E-03 
       108  4.767318964E-01  5.458110943E-03 -1.487090708E-01  5.654040373E-03 
       109 -4.990133643E-01  6.050519180E-03  1.098129267E+00  1.846870511E-01 
       110  4.715678096E-01  6.614865735E-03 -1.503815117E-01  5.273939506E-03 
       111  4.660336077E-01  7.834118791E-03 -1.521996956E-01  5.116474196E-03 
       112 -4.978022575E-01  9.022734128E-03  9.824189833E-01  2.716843352E-01 
       113  4.601296484E-01  9.112386964E-03 -1.541356754E-01  5.113717496E-03 
       114  4.538567364E-01  1.044614054E-02 -1.561767891E-01  5.219364244E-03 
       115  4.472163916E-01  1.183174737E-02 -1.583198346E-01  5.401666964E-03 
       116 -4.961394370E-01  1.194464508E-02  8.431377308E-01  3.257946923E-01 
       117  4.402105510E-01  1.326562278E-02 -1.605669931E-01  5.638994311E-03 
       118  4.328417778E-01  1.474419516E-02 -1.629229063E-01  5.916844146E-03 
       119 -4.940359890E-01  1.482449938E-02  7.006690211E-01  3.534551572E-01 
       120  4.251131713E-01  1.626393571E-02 -1.653930466E-01  6.225729668E-03 
