nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -3.624717296E-01  6.353855331E-02 
         2 -2.714446783E-01 -4.226166010E-02 -3.549000741E-01  6.038447651E-02 
         3 -2.963235974E-01 -4.224075377E-02 -3.701166814E-01  6.700047609E-02 
         4 -2.586256266E-01 -4.218071699E-02 -3.473630550E-01  5.751121239E-02 
         5 -3.083600998E-01 -4.213083908E-02 -3.777855567E-01  7.081169796E-02 
         6 -2.455694675E-01 -4.204400629E-02 -3.399208645E-01  5.489684285E-02 
         7 -3.201129436E-01 -4.194915667E-02 -3.853640754E-01  7.501091524E-02 
         8 -2.322884947E-01 -4.185510427E-02 -3.326302864E-01  5.251368111E-02 
         9 -3.315711021E-01 -4.169164598E-02 -3.927904551E-01  7.963492076E-02 
        10 -2.187952399E-01 -4.161734879E-02 -3.255004658E-01  5.033673543E-02 
        11 -3.427239954E-01 -4.135438800E-02 -3.999781492E-01  8.472799113E-02 
        12 -2.051024437E-01 -4.133373499E-02 -3.185452308E-01  4.834504321E-02 
        13 -1.912230253E-01 -4.100695625E-02 -3.117733036E-01  4.651882356E-02 
        14 -3.535613120E-01 -4.093370214E-02 -4.068264398E-01  9.033922252E-02 
        15 -1.771701276E-01 -4.063934088E-02 -3.051901577E-01  4.483994274E-02 
        16 -3.640724421E-01 -4.042622447E-02 -4.132174460E-01  9.652345353E-02 
        17 -1.629570127E-01 -4.023287073E-02 -2.987983816E-01  4.329163991E-02 
        18 -3.742481470E-01 -3.982891887E-02 -4.190069988E-01  1.033426254E-01 
        19 -1.485971659E-01 -3.978922963E-02 -2.925969684E-01  4.185893548E-02 
        20 -1.341041476E-01 -3.930979967E-02 -2.865829940E-01  4.052830742E-02 
        21 -3.840791285E-01 -3.913921863E-02 -4.240277734E-01  1.108661213E-01 
        22 -1.194916666E-01 -3.879569471E-02 -2.807509005E-01  3.928735782E-02 
        23 -3.935564756E-01 -3.835509717E-02 -4.280916544E-01  1.191738402E-01 
        24 -1.047735587E-01 -3.824780881E-02 -2.750944278E-01  3.812521295E-02 
        25 -8.996371925E-02 -3.766696155E-02 -2.696064132E-01  3.703235002E-02 
        26 -4.026716352E-01 -3.747503087E-02 -4.309703725E-01  1.283535435E-01 
        27 -7.507614046E-02 -3.705378622E-02 -2.642783757E-01  3.600024551E-02 
        28 -4.114164710E-01 -3.649814054E-02 -4.324050390E-01  1.385067144E-01 
        29 -6.012484059E-02 -3.640896827E-02 -2.591017768E-01  3.502174117E-02 
        30 -4.512390867E-02 -3.573317826E-02 -2.540685429E-01  3.409073370E-02 
        31 -4.197832644E-01 -3.542415425E-02 -4.320798489E-01  1.497427038E-01 
        32 -3.008742630E-02 -3.502721712E-02 -2.491705301E-01  3.320209402E-02 
        33 -1.502949465E-02 -3.429204226E-02 -2.443999993E-01  3.235188539E-02 
        34 -4.277647436E-01 -3.425348923E-02 -4.296079117E-01  1.622159047E-01 
        35  3.580834164E-05 -3.352881595E-02 -2.397503095E-01  3.153701123E-02 
        36 -4.353540540E-01 -3.298716620E-02 -4.245689407E-01  1.760829039E-01 
        37  1.509429049E-02 -3.273893893E-02 -2.352158049E-01  3.075514580E-02 
        38  3.013208508E-02 -3.192408383E-02 -2.307916673E-01  3.000469356E-02 
        39 -4.425447881E-01 -3.162691370E-02 -4.164479299E-01  1.915070867E-01 
        40  4.513527080E-02 -3.108621016E-02 -2.264734802E-01  2.928477638E-02 
        41  6.009000912E-02 -3.022756800E-02 -2.222593985E-01  2.859494335E-02 
        42 -4.493310452E-01 -3.017505258E-02 -4.046050496E-01  2.087023238E-01 
        43  7.498254627E-02 -2.935070172E-02 -2.181469469E-01  2.793513810E-02 
        44 -4.557074606E-01 -2.863452956E-02 -3.882735937E-01  2.279029940E-01 
        45  8.979925513E-02 -2.845839225E-02 -2.141356251E-01  2.730570988E-02 
        46  1.045266315E-01 -2.755367383E-02 -2.102258211E-01  2.670709855E-02 
        47 -4.616691172E-01 -2.700886689E-02 -3.665070576E-01  2.493689171E-01 
        48  1.191513166E-01 -2.663973905E-02 -2.064177609E-01  2.613988314E-02 
        49  1.336601228E-01 -2.571990341E-02 -2.027134437E-01  2.560457906E-02 
        50 -4.672116637E-01 -2.530207112E-02 -3.381357550E-01  2.733740207E-01 
        51  1.480400264E-01 -2.479755506E-02 -1.991136491E-01  2.510179014E-02 
        52  1.622782052E-01 -2.387607098E-02 -1.956214718E-01  2.463193224E-02 
        53 -4.723313749E-01 -2.351857908E-02 -3.017083572E-01  3.001883201E-01 
        54  1.763620377E-01 -2.295874432E-02 -1.922381880E-01  2.419515036E-02 
        55  1.902790964E-01 -2.204874158E-02 -1.889660099E-01  2.379167983E-02 
        56 -4.770250618E-01 -2.166313864E-02 -2.554028429E-01  3.300380398E-01 
        57  2.040172368E-01 -2.114900947E-02 -1.858085575E-01  2.342100940E-02 
        58  2.175645083E-01 -2.026221529E-02 -1.827656133E-01  2.308241563E-02 
        59 -4.812902212E-01 -1.974073239E-02 -1.969087115E-01  3.630183231E-01 
        60  2.309092581E-01 -1.939071715E-02 -1.798388987E-01  2.277533919E-02 
        61  2.440401018E-01 -1.853648201E-02 -1.770304749E-01  2.249847021E-02 
        62 -4.851250350E-01 -1.775623858E-02 -1.232511275E-01  3.988881747E-01 
        63  2.569459379E-01 -1.770109311E-02 -1.743399748E-01  2.225014716E-02 
        64  2.696159482E-01 -1.688570529E-02 -1.717667861E-01  2.202874255E-02 
        65  2.820396721E-01 -1.609103382E-02 -1.693104264E-01  2.183233835E-02 
        66 -4.885282218E-01 -1.571426727E-02 -3.071170629E-02  4.366745159E-01 
        67  2.942069471E-01 -1.531737484E-02 -1.669698368E-01  2.165866581E-02 
        68  3.061079085E-01 -1.456463337E-02 -1.647429402E-01  2.150524385E-02 
        69  3.177331090E-01 -1.383232791E-02 -1.626270347E-01  2.136947425E-02 
        70 -4.914990962E-01 -1.361857820E-02  8.524092220E-02  4.738318336E-01 
        71  3.290735483E-01 -1.311965287E-02 -1.606188667E-01  2.124872710E-02 
        72  3.401204944E-01 -1.242553815E-02 -1.587149643E-01  2.114034162E-02 
        73  3.508657217E-01 -1.174870133E-02 -1.569113747E-01  2.104160253E-02 
        74 -4.940368831E-01 -1.147159934E-02  2.278205205E-01  5.055859622E-01 
        75  3.613013029E-01 -1.108772680E-02 -1.552037176E-01  2.094986487E-02 
        76  3.714197874E-01 -1.044113748E-02 -1.535873149E-01  2.086263554E-02 
        77  3.812142015E-01 -9.807454422E-03 -1.520572866E-01  2.077764529E-02 
        78 -4.961396158E-01 -9.273828939E-03  3.987283404E-01  5.241111687E-01 
        79  3.906779587E-01 -9.185299277E-03 -1.506086708E-01  2.069294445E-02 
        80  3.998049796E-01 -8.573430590E-03 -1.492364824E-01  2.060694000E-02 
        81  4.085896015E-01 -7.970834151E-03 -1.479358052E-01  2.051851626E-02 
        82  4.170267582E-01 -7.376762107E-03 -1.467018571E-01  2.042713822E-02 
        83 -4.978021979E-01 -7.023616228E-03  5.949368086E-01  5.171114150E-01 
