nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -5.578750721E-01  1.686034577E-03 
         2 -2.714446783E-01 -4.226166010E-02 -5.411018257E-01  6.627498737E-04 
         3 -2.963235974E-01 -4.224075377E-02 -5.756316648E-01  3.323524228E-03 
         4 -2.586256266E-01 -4.218071699E-02 -5.252655243E-01  9.664512276E-04 
         5 -3.083600998E-01 -4.213083908E-02 -5.944273161E-01  5.219249363E-03 
         6 -2.455694675E-01 -4.204400629E-02 -5.102982029E-01  2.035794703E-03 
         7 -3.201129436E-01 -4.194915667E-02 -6.143057350E-01  7.407054959E-03 
         8 -2.322884947E-01 -4.185510427E-02 -4.961325714E-01  2.966190413E-03 
         9 -3.315711021E-01 -4.169164598E-02 -6.353186079E-01  9.927374295E-03 
        10 -2.187952399E-01 -4.161734879E-02 -4.827274367E-01  3.773633845E-03 
        11 -3.427239954E-01 -4.135438800E-02 -6.575188938E-01  1.282857597E-02 
        12 -2.051024437E-01 -4.133373499E-02 -4.700335215E-01  4.470561965E-03 
        13 -1.912230253E-01 -4.100695625E-02 -4.580149748E-01  5.072872674E-03 
        14 -3.535613120E-01 -4.093370214E-02 -6.809660845E-01  1.616777024E-02 
        15 -1.771701276E-01 -4.063934088E-02 -4.466284391E-01  5.592664405E-03 
        16 -3.640724421E-01 -4.042622447E-02 -7.057109500E-01  2.001253015E-02 
        17 -1.629570127E-01 -4.023287073E-02 -4.358385085E-01  6.041072603E-03 
        18 -3.742481470E-01 -3.982891887E-02 -7.317909826E-01  2.444058991E-02 
        19 -1.485971659E-01 -3.978922963E-02 -4.256094426E-01  6.427617878E-03 
        20 -1.341041476E-01 -3.930979967E-02 -4.159075409E-01  6.759951809E-03 
        21 -3.840791285E-01 -3.913921863E-02 -7.592409112E-01  2.954133666E-02 
        22 -1.194916666E-01 -3.879569471E-02 -4.067042098E-01  7.045016743E-03 
        23 -3.935564756E-01 -3.835509717E-02 -7.880867496E-01  3.542035875E-02 
        24 -1.047735587E-01 -3.824780881E-02 -3.979674776E-01  7.288488030E-03 
        25 -8.996371925E-02 -3.766696155E-02 -3.896749921E-01  7.495609009E-03 
        26 -4.026716352E-01 -3.747503087E-02 -8.183385485E-01  4.220281706E-02 
        27 -7.507614046E-02 -3.705378622E-02 -3.817977994E-01  7.671031542E-03 
        28 -4.114164710E-01 -3.649814054E-02 -8.499869983E-01  5.003780093E-02 
        29 -6.012484059E-02 -3.640896827E-02 -3.743131826E-01  7.817810600E-03 
        30 -4.512390867E-02 -3.573317826E-02 -3.672043390E-01  7.939836844E-03 
        31 -4.197832644E-01 -3.542415425E-02 -8.829973993E-01  5.910461099E-02 
        32 -3.008742630E-02 -3.502721712E-02 -3.604458891E-01  8.040329014E-03 
        33 -1.502949465E-02 -3.429204226E-02 -3.540200702E-01  8.120942054E-03 
        34 -4.277647436E-01 -3.425348923E-02 -9.173008412E-01  6.962063832E-02 
        35  3.580834164E-05 -3.352881595E-02 -3.479134110E-01  8.184305007E-03 
        36 -4.353540540E-01 -3.298716620E-02 -9.527817195E-01  8.185156199E-02 
        37  1.509429049E-02 -3.273893893E-02 -3.421062264E-01  8.232957470E-03 
        38  3.013208508E-02 -3.192408383E-02 -3.365804381E-01  8.267647321E-03 
        39 -4.425447881E-01 -3.162691370E-02 -9.892592073E-01  9.612492894E-02 
        40  4.513527080E-02 -3.108621016E-02 -3.313284571E-01  8.290156511E-03 
