nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -2.840146124E-01 -4.228299111E-02 -1.757928067E-01  8.058069216E-02 
         2 -2.714446783E-01 -4.226166010E-02 -1.758808350E-01  7.727657603E-02 
         3 -2.963235974E-01 -4.224075377E-02 -1.753802213E-01  8.418817194E-02 
         4 -2.586256266E-01 -4.218071699E-02 -1.756549742E-01  7.425147507E-02 
         5 -3.083600998E-01 -4.213083908E-02 -1.745624743E-01  8.813292808E-02 
         6 -2.455694675E-01 -4.204400629E-02 -1.752020987E-01  7.148460105E-02 
         7 -3.201129436E-01 -4.194915667E-02 -1.731935088E-01  9.244564688E-02 
         8 -2.322884947E-01 -4.185510427E-02 -1.745914701E-01  6.895139580E-02 
         9 -3.315711021E-01 -4.169164598E-02 -1.711743238E-01  9.715659732E-02 
        10 -2.187952399E-01 -4.161734879E-02 -1.738626714E-01  6.662970986E-02 
        11 -3.427239954E-01 -4.135438800E-02 -1.683784355E-01  1.023006940E-01 
        12 -2.051024437E-01 -4.133373499E-02 -1.730512854E-01  6.449906595E-02 
        13 -1.912230253E-01 -4.100695625E-02 -1.721864367E-01  6.254046027E-02 
        14 -3.535613120E-01 -4.093370214E-02 -1.646613028E-01  1.079148945E-01 
        15 -1.771701276E-01 -4.063934088E-02 -1.712915610E-01  6.073611286E-02 
        16 -3.640724421E-01 -4.042622447E-02 -1.598617783E-01  1.140386334E-01 
        17 -1.629570127E-01 -4.023287073E-02 -1.703844535E-01  5.906936020E-02 
        18 -3.742481470E-01 -3.982891887E-02 -1.537921249E-01  1.207152505E-01 
        19 -1.485971659E-01 -3.978922963E-02 -1.694778868E-01  5.752513469E-02 
        20 -1.341041476E-01 -3.930979967E-02 -1.685808952E-01  5.608963802E-02 
        21 -3.840791285E-01 -3.913921863E-02 -1.462393177E-01  1.279915282E-01 
        22 -1.194916666E-01 -3.879569471E-02 -1.676988323E-01  5.474991721E-02 
        23 -3.935564756E-01 -3.835509717E-02 -1.369673665E-01  1.359181468E-01 
        24 -1.047735587E-01 -3.824780881E-02 -1.668341944E-01  5.349449844E-02 
        25 -8.996371925E-02 -3.766696155E-02 -1.659872234E-01  5.231339815E-02 
        26 -4.026716352E-01 -3.747503087E-02 -1.257068353E-01  1.445495494E-01 
        27 -7.507614046E-02 -3.705378622E-02 -1.651561275E-01  5.119755441E-02 
        28 -4.114164710E-01 -3.649814054E-02 -1.121528094E-01  1.539443898E-01 
        29 -6.012484059E-02 -3.640896827E-02 -1.643382018E-01  5.013928688E-02 
        30 -4.512390867E-02 -3.573317826E-02 -1.635303401E-01  4.913198570E-02 
        31 -4.197832644E-01 -3.542415425E-02 -9.595810461E-02  1.641658792E-01 
        32 -3.008742630E-02 -3.502721712E-02 -1.627284125E-01  4.817013778E-02 
        33 -1.502949465E-02 -3.429204226E-02 -1.619283451E-01  4.724971085E-02 
        34 -4.277647436E-01 -3.425348923E-02 -7.672710666E-02  1.752798101E-01 
        35  3.580834164E-05 -3.352881595E-02 -1.611277573E-01  4.636752392E-02 
        36 -4.353540540E-01 -3.298716620E-02 -5.401012311E-02  1.873530330E-01 
        37  1.509429049E-02 -3.273893893E-02 -1.603242360E-01  4.552120045E-02 
        38  3.013208508E-02 -3.192408383E-02 -1.595163194E-01  4.470935311E-02 
        39 -4.425447881E-01 -3.162691370E-02 -2.728846080E-02  2.004504911E-01 
        40  4.513527080E-02 -3.108621016E-02 -1.587036559E-01  4.393134996E-02 
        41  6.009000912E-02 -3.022756800E-02 -1.578871662E-01  4.318728332E-02 
        42 -4.493310452E-01 -3.017505258E-02  4.032799184E-03  2.146275606E-01 
        43  7.498254627E-02 -2.935070172E-02 -1.570695854E-01  4.247771282E-02 
        44 -4.557074606E-01 -2.863452956E-02  4.063508980E-02  2.299228689E-01 
