nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -1.629570127E-01 -3.958997130E-02 -1.557796304E-01  5.138003381E-02 
         2 -1.771701276E-01 -3.956502676E-02 -1.509473312E-01  5.285316249E-02 
         3 -1.485971659E-01 -3.950525820E-02 -1.598887121E-01  4.980231808E-02 
         4 -1.912230253E-01 -3.943797201E-02 -1.454802691E-01  5.421824278E-02 
         5 -1.341041476E-01 -3.930460662E-02 -1.632110682E-01  4.812824486E-02 
         6 -2.051024437E-01 -3.921752051E-02 -1.394759611E-01  5.547834125E-02 
         7 -1.194916666E-01 -3.898325562E-02 -1.657052835E-01  4.636955397E-02 
         8 -2.187952399E-01 -3.891319409E-02 -1.330384983E-01  5.664213629E-02 
         9 -1.047735587E-01 -3.853805736E-02 -1.673559191E-01  4.453713586E-02 
        10 -2.322884947E-01 -3.853508085E-02 -1.262789027E-01  5.772303289E-02 
        11 -2.455694675E-01 -3.809356689E-02 -1.193109512E-01  5.873951064E-02 
        12 -8.996371925E-02 -3.796767071E-02 -1.681594559E-01  4.265702698E-02 
        13 -2.586256266E-01 -3.759901971E-02 -1.122465785E-01  5.971517123E-02 
        14 -7.507614046E-02 -3.727249056E-02 -1.681138233E-01  4.075262634E-02 
        15 -2.714446783E-01 -3.706148639E-02 -1.051893724E-01  6.067833320E-02 
        16 -2.840146124E-01 -3.649040312E-02 -9.823108690E-02  6.166178760E-02 
        17 -6.012484059E-02 -3.645476699E-02 -1.672638379E-01  3.883259674E-02 
        18 -2.963235974E-01 -3.589437157E-02 -9.144810090E-02  6.270234331E-02 
        19 -4.512390867E-02 -3.551847115E-02 -1.656791751E-01  3.692107331E-02 
        20 -3.083600998E-01 -3.528082743E-02 -8.489878045E-02  6.384012494E-02 
        21 -3.201129436E-01 -3.465592116E-02 -7.862169553E-02  6.511897261E-02 
        22 -3.008742630E-02 -3.446930647E-02 -1.634194844E-01  3.504293152E-02 
        23 -3.315711021E-01 -3.402429819E-02 -7.263268017E-02  6.658641932E-02 
        24 -3.427239954E-01 -3.338899091E-02 -6.692150735E-02  6.829352474E-02 
        25 -1.502949465E-02 -3.331455961E-02 -1.605569739E-01  3.321534658E-02 
        26 -3.535613120E-01 -3.275136650E-02 -6.145192184E-02  7.029520580E-02 
        27 -3.640724421E-01 -3.211111575E-02 -5.616093108E-02  7.265102472E-02 
        28  3.580834164E-05 -3.206292540E-02 -1.571754328E-01  3.145511080E-02 
        29 -3.742481470E-01 -3.146621585E-02 -5.094871983E-02  7.542595201E-02 
        30 -3.840791285E-01 -3.081309423E-02 -4.567942776E-02  7.869048587E-02 
        31  1.509429049E-02 -3.072437830E-02 -1.533606324E-01  2.977635383E-02 
        32 -3.935564756E-01 -3.014677763E-02 -4.017720817E-02  8.252216204E-02 
        33 -4.026716352E-01 -2.946102992E-02 -3.421589168E-02  8.700608103E-02 
        34  3.013208508E-02 -2.930990793E-02 -1.491971618E-01  2.819064361E-02 
        35 -4.114164710E-01 -2.874862775E-02 -2.751200603E-02  9.223533501E-02 
        36 -4.197832644E-01 -2.800159715E-02 -1.971502311E-02  9.831218374E-02 
        37  4.513527080E-02 -2.783134393E-02 -1.447669579E-01  2.670702601E-02 
        38 -4.277647436E-01 -2.721154317E-02 -1.039236246E-02  1.053476234E-01 
        39 -4.353540540E-01 -2.636989579E-02  9.811973057E-04  1.134609714E-01 
        40  6.009000912E-02 -2.630112693E-02 -1.401481204E-01  2.533202385E-02 
        41 -4.425447881E-01 -2.546829358E-02  1.504933682E-02  1.227781846E-01 
        42  7.498254627E-02 -2.473206818E-02 -1.354123129E-01  2.406967606E-02 
        43 -4.493310452E-01 -2.449883707E-02  3.259379800E-02  1.334243627E-01 
        44 -4.557074606E-01 -2.345441841E-02  5.453925888E-02  1.455193408E-01 
        45  8.979925513E-02 -2.313710004E-02 -1.306241300E-01  2.292195455E-02 
        46 -4.616691172E-01 -2.232898213E-02  8.200632238E-02  1.591636763E-01 
        47  1.045266315E-01 -2.152910270E-02 -1.258411236E-01  2.188915763E-02 
        48 -4.672116637E-01 -2.111775242E-02  1.163253344E-01  1.744050973E-01 
        49  1.191513166E-01 -1.992063969E-02 -1.211139242E-01  2.096995880E-02 
        50 -4.723313749E-01 -1.981738396E-02  1.590397468E-01  1.911958178E-01 
        51 -4.770250618E-01 -1.842611842E-02  2.119242424E-01  2.093213003E-01 
        52  1.336601228E-01 -1.832379214E-02 -1.164852446E-01  2.016185073E-02 
        53 -4.812902212E-01 -1.694380306E-02  2.769615929E-01  2.282673864E-01 
