nodenumber     x-coordinate     y-coordinate pressure-coefficient skin-friction-coef 
         1 -1.912230253E-01 -6.038222462E-02  1.538806949E-01  2.161208473E-01 
         2 -2.051024437E-01 -6.038197875E-02  1.719129893E-01  2.200647099E-01 
         3 -1.771701276E-01 -6.029499322E-02  1.366019504E-01  2.123140549E-01 
         4 -2.187952399E-01 -6.029297411E-02  1.907290267E-01  2.241455821E-01 
         5 -1.629570127E-01 -6.012177467E-02  1.200337841E-01  2.086425773E-01 
         6 -2.322884947E-01 -6.011417136E-02  2.103671582E-01  2.283627092E-01 
         7 -1.485971659E-01 -5.986440182E-02  1.041391859E-01  2.051061761E-01 
         8 -2.455694675E-01 -5.984482169E-02  2.308796162E-01  2.327164434E-01 
         9 -1.341041476E-01 -5.952490866E-02  8.888400498E-02  2.017048064E-01 
        10 -2.586256266E-01 -5.948437378E-02  2.523123642E-01  2.372059747E-01 
        11 -1.194916666E-01 -5.910559744E-02  7.423516250E-02  1.984369512E-01 
        12 -2.714446783E-01 -5.903253332E-02  2.747153806E-01  2.418292379E-01 
        13 -1.047735587E-01 -5.860895291E-02  6.016105836E-02  1.953019022E-01 
        14 -2.840146124E-01 -5.848917365E-02  2.981430636E-01  2.465829583E-01 
        15 -8.996371925E-02 -5.803778768E-02  4.663061613E-02  1.923000867E-01 
        16 -2.963235974E-01 -5.785441399E-02  3.226558042E-01  2.514618330E-01 
        17 -7.507614046E-02 -5.739499629E-02  3.361370577E-02  1.894309821E-01 
        18 -3.083600998E-01 -5.712851137E-02  3.483191189E-01  2.564559288E-01 
        19 -6.012484059E-02 -5.668374524E-02  2.108081083E-02  1.866942268E-01 
        20 -3.201129436E-01 -5.631190538E-02  3.752001922E-01  2.615511954E-01 
        21 -4.512390867E-02 -5.590726435E-02  9.003708857E-03  1.840886712E-01 
        22 -3.315711021E-01 -5.540519208E-02  4.033727650E-01  2.667277964E-01 
        23 -3.008742630E-02 -5.506895855E-02 -2.644737872E-03  1.816135325E-01 
        24 -3.427239954E-01 -5.440907553E-02  4.329143832E-01  2.719587364E-01 
        25 -1.502949465E-02 -5.417234451E-02 -1.389071083E-02  1.792688299E-01 
        26 -3.535613120E-01 -5.332444236E-02  4.639162969E-01  2.772084960E-01 
        27  3.580834164E-05 -5.322096124E-02 -2.476085080E-02  1.770531741E-01 
        28  1.509429049E-02 -5.221842602E-02 -3.527980328E-02  1.749650243E-01 
        29 -3.640724421E-01 -5.215234682E-02  4.964627906E-01  2.824270400E-01 
        30  3.013208508E-02 -5.116832256E-02 -4.547012495E-02  1.730027118E-01 
        31 -3.742481470E-01 -5.089384317E-02  5.306304250E-01  2.875565274E-01 
        32  4.513527080E-02 -5.007424206E-02 -5.535455666E-02  1.711643548E-01 
        33 -3.840791285E-01 -4.955019057E-02  5.665347851E-01  2.925258261E-01 
